evolution$generation,evolution$evaluated,firmSizeScaling,crossOverProba,crossOverShare,mutationProba,mutationAmplitude,currentProductShare,interactionProba,distanceDecay,averageFitness,diversity,evolution$samples,interactionProba,crossOverProba,crossOverShare,interactionIntensity,fitnessEntropy,mutationAmplitude,distanceDecay,averageFitness,firmSizeScaling,bestFitness,largestFirmSize,diversity,fitnessDiff,timeSteps,mutationProba,firmsNumber,replication,currentProductShare,genomeSize
3500,3500,0.7261682966965719,0.6681446148269544,0.31874155200175436,0.008363191562977816,0.408265372365813,0.3601429651116499,6.497262842225846E-5,12.62628118661622,-269.2435077053708,-0.48502654109261206,1,"[6.497262842225846E-5]","[0.6681446148269544]","[0.31874155200175436]","[3.8382528219752595E-8]","[0.10970169726250228]","[0.408265372365813]","[12.62628118661622]","[-269.2435077053708]","[0.7261682966965719]","[369.7704391044911]","[100]","[-0.48502654109261206]","[0.5886826247444039]","[100]","[0.008363191562977816]","[10]","[5968717195697239380]","[0.3601429651116499]","[10]"
3500,3500,2.0,0.33111607051128455,0.08679102807939988,0.1550309866598347,2.2728983951390562,0.4224164838165603,6.12246871605499E-5,93.51149212462362,1569.2230287669925,-0.09468533369566122,15,"[6.12246871605499E-5,6.12246871605499E-5,6.12246871605499E-5,6.12246871605499E-5,6.12246871605499E-5,6.12246871605499E-5,6.12246871605499E-5,6.12246871605499E-5,6.12246871605499E-5,6.12246871605499E-5,6.12246871605499E-5,6.12246871605499E-5,6.12246871605499E-5,6.12246871605499E-5,6.12246871605499E-5]","[0.33111607051128455,0.33111607051128455,0.33111607051128455,0.33111607051128455,0.33111607051128455,0.33111607051128455,0.33111607051128455,0.33111607051128455,0.33111607051128455,0.33111607051128455,0.33111607051128455,0.33111607051128455,0.33111607051128455,0.33111607051128455,0.33111607051128455]","[0.08679102807939988,0.08679102807939988,0.08679102807939988,0.08679102807939988,0.08679102807939988,0.08679102807939988,0.08679102807939988,0.08679102807939988,0.08679102807939988,0.08679102807939988,0.08679102807939988,0.08679102807939988,0.08679102807939988,0.08679102807939988,0.08679102807939988]","[6.413507800291432E-7,7.635128333680271E-7,7.177020633659459E-7,9.31485656708993E-7,1.0536477100478777E-6,7.787830900353878E-7,8.245938600374693E-7,7.177020633659458E-7,6.413507800291431E-7,9.925666833784348E-7,8.09323603370109E-7,7.940533467027482E-7,6.871615500312247E-7,6.718912933638641E-7,5.191887266902588E-7]","[0.0968852434711129,0.10180778675403865,0.1036244574803254,0.10384696898238259,0.10078941812081159,0.1001316247324687,0.09806899898510256,0.10290607318112044,0.10119185091201428,0.10203907588242762,0.10114527281443156,0.10384948556506372,0.10337911698169988,0.09711656598451945,0.09641348846948765]","[2.2728983951390562,2.2728983951390562,2.2728983951390562,2.2728983951390562,2.2728983951390562,2.2728983951390562,2.2728983951390562,2.2728983951390562,2.2728983951390562,2.2728983951390562,2.2728983951390562,2.2728983951390562,2.2728983951390562,2.2728983951390562,2.2728983951390562]","[93.51149212462362,93.51149212462362,93.51149212462362,93.51149212462362,93.51149212462362,93.51149212462362,93.51149212462362,93.51149212462362,93.51149212462362,93.51149212462362,93.51149212462362,93.51149212462362,93.51149212462362,93.51149212462362,93.51149212462362]","[1500.9073887323912,1542.0685131627142,1684.382579049029,1569.2230287669925,1767.909274052968,1262.7516652123877,1864.2100549313877,1898.9441487860158,1508.262064998757,1492.301308089056,1453.042304170624,1900.458275702227,1785.2090131460534,1302.9597107019333,1844.787926713793]","[2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0]","[363.8299174331962,382.8109271586822,276.2796044202021,351.73695715071216,315.38340323137976,314.15010774573517,261.0513475152001,441.5042042377661,411.8449848474066,395.5428351027532,361.92194469054084,299.4413237494283,284.8259067157556,308.60538683265247,386.72359562226836]","[100,100,100,100,100,100,100,100,100,100,100,100,100,100,100]","[-0.09080171086664172,-0.09792484806064182,-0.0984074061365557,-0.1048391342976324,-0.07107038507220245,-0.11058942208335802,-0.07130906440996511,-0.08745738929098117,-0.08860077869523236,-0.09468533369566122,-0.09928903297484871,-0.10269232759114179,-0.07807541259829608,-0.10578063477177257,-0.08133000885577862]","[11.833748145412212,12.557286996161281,21.129642709786765,16.235326486917458,16.408107260443025,12.524079527683037,17.07888073250525,15.059974285306478,11.201738104959826,14.09688484390883,12.27930329581172,26.145219804342638,21.166798849982314,10.308401504362745,12.072038198146549]","[100,100,100,100,100,100,100,100,100,100,100,100,100,100,100]","[0.1550309866598347,0.1550309866598347,0.1550309866598347,0.1550309866598347,0.1550309866598347,0.1550309866598347,0.1550309866598347,0.1550309866598347,0.1550309866598347,0.1550309866598347,0.1550309866598347,0.1550309866598347,0.1550309866598347,0.1550309866598347,0.1550309866598347]","[10,10,10,10,10,10,10,10,10,10,10,10,10,10,10]","[178598038476565867,370298017464922947,-3510728355174334839,-3459006612140183017,-8674026527072508939,6612967167381650504,-7261416203435988057,2764815375374694357,7244469167333981321,3361072856839139415,-8973168543392058941,-429028211500042351,6630699809102216212,5369498938988935185,-296623042280410409]","[0.4224164838165603,0.4224164838165603,0.4224164838165603,0.4224164838165603,0.4224164838165603,0.4224164838165603,0.4224164838165603,0.4224164838165603,0.4224164838165603,0.4224164838165603,0.4224164838165603,0.4224164838165603,0.4224164838165603,0.4224164838165603,0.4224164838165603]","[10,10,10,10,10,10,10,10,10,10,10,10,10,10,10]"
3500,3500,0.6680359004274595,0.6102278015743177,0.43667837103272056,0.0752317883777713,2.869046599879279,0.4790149576484722,6.249493530065108E-5,65.65129481963989,-578.2308741750271,-0.05389896217960827,1,"[6.249493530065108E-5]","[0.6102278015743177]","[0.43667837103272056]","[5.569807964757762E-7]","[0.11110925146963943]","[2.869046599879279]","[65.65129481963989]","[-578.2308741750271]","[0.6680359004274595]","[584.2445182461283]","[100]","[-0.05389896217960827]","[0.025798012488244905]","[100]","[0.0752317883777713]","[10]","[2104200802369711139]","[0.4790149576484722]","[10]"
3500,3500,1.598581618475232,0.6847805444315551,0.14100361094134273,0.0,1.619108806047914,1.0,4.0257715176923546E-5,0.1,168.6306607223509,-0.47722195578318405,2,"[4.0257715176923546E-5,4.0257715176923546E-5]","[0.6847805444315551,0.6847805444315551]","[0.14100361094134273,0.14100361094134273]","[0.0,0.0]","[0.10385563136201857,0.09867417902861988]","[1.619108806047914,1.619108806047914]","[0.1,0.1]","[214.06007631956422,123.20124512513758]","[1.598581618475232,1.598581618475232]","[-80.17015111909565,7.367879535893794]","[100,100]","[-0.4841927522510595,-0.47025115931530853]","[5.5302626182427455,30.71312750266984]","[100,100]","[0.0,0.0]","[10,10]","[-2965488250379259072,1544152836539660674]","[1.0,1.0]","[10,10]"
3500,3500,1.096803634043145,0.7013883191403221,0.32602008655282294,0.04753990440863605,0.0,0.36740670932646113,4.806485339909807E-5,2.354162639387892,-47.21737260977304,-0.47363191998588844,2,"[4.806485339909807E-5,4.806485339909807E-5]","[0.7013883191403221,0.7013883191403221]","[0.32602008655282294,0.32602008655282294]","[0.0,1.8992169293097557E-8]","[0.08897323446932796,0.10295251488025925]","[0.0,0.0]","[2.354162639387892,2.354162639387892]","[-70.09562281145898,-24.33912240808709]","[1.096803634043145,1.096803634043145]","[260.43987400028163,244.8653324063559]","[100,100]","[-0.48196538166476305,-0.46529845830701383]","[1.1476028216954202,2.002798219399642]","[100,100]","[0.04753990440863605,0.04753990440863605]","[10,10]","[-3426757058930202693,8759312720645039857]","[0.36740670932646113,0.36740670932646113]","[10,10]"
3500,3500,0.1133174570050572,0.8348005325472238,0.23638621572189764,0.03724129389586818,0.728008839544953,0.042033458648332835,0.0,81.00682169209331,-372.9687367105352,-0.46154642438403304,3,"[0.0,0.0,0.0]","[0.8348005325472238,0.8348005325472238,0.8348005325472238]","[0.23638621572189764,0.23638621572189764,0.23638621572189764]","[0.0,0.0,0.0]","[0.11098549200374443,0.11089296074681772,0.11062096964028516]","[0.728008839544953,0.728008839544953,0.728008839544953]","[81.00682169209331,81.00682169209331,81.00682169209331]","[-361.9813137844813,-386.0959569009909,-372.9687367105352]","[0.1133174570050572,0.1133174570050572,0.1133174570050572]","[387.7335776858145,445.9517668787281,422.7957792218473]","[100,100,100]","[-0.4751045961515359,-0.4410883909119749,-0.46154642438403304]","[0.17465961021978876,0.23841851285019727,0.4091501829938225]","[100,100,100]","[0.03724129389586818,0.03724129389586818,0.03724129389586818]","[10,10,10]","[7239125796265993322,-3350623232485019263,8487591899012179680]","[0.042033458648332835,0.042033458648332835,0.042033458648332835]","[10,10,10]"
3500,3500,0.1222768481750742,0.9147665616985575,0.22925055086552254,0.03772788281651129,0.6859320335241786,0.04083889537452515,1.7292403925620392E-5,74.77548270741302,-416.79038593120714,-0.4531005220001099,3,"[1.7292403925620392E-5,1.7292403925620392E-5,1.7292403925620392E-5]","[0.9147665616985575,0.9147665616985575,0.9147665616985575]","[0.22925055086552254,0.22925055086552254,0.22925055086552254]","[1.2659478576881998E-7,1.0232887746593585E-7,9.45454729159541E-8]","[0.11086394248599359,0.11081018673631193,0.11100708590731406]","[0.6859320335241786,0.6859320335241786,0.6859320335241786]","[74.77548270741302,74.77548270741302,74.77548270741302]","[-416.79038593120714,-391.364113299946,-424.46914463537166]","[0.1222768481750742,0.1222768481750742,0.1222768481750742]","[454.1622027644961,467.98404559211497,464.9121676988588]","[100,100,100]","[-0.4682182124351008,-0.4531005220001099,-0.42316200553861294]","[0.22938904577786104,0.3387755149024579,0.15309461293774637]","[100,100,100]","[0.03772788281651129,0.03772788281651129,0.03772788281651129]","[10,10,10]","[-637237338193151669,1186586196888300286,-1148572290666088960]","[0.04083889537452515,0.04083889537452515,0.04083889537452515]","[10,10,10]"
3500,3500,0.1590954690610818,0.5063501200198064,0.7942196803397267,0.0,2.4548151651309813,0.5557702998715736,5.7833618792044345E-5,0.1,-101.75658639575633,-0.4624029146580316,9,"[5.7833618792044345E-5,5.7833618792044345E-5,5.7833618792044345E-5,5.7833618792044345E-5,5.7833618792044345E-5,5.7833618792044345E-5,5.7833618792044345E-5,5.7833618792044345E-5,5.7833618792044345E-5]","[0.5063501200198064,0.5063501200198064,0.5063501200198064,0.5063501200198064,0.5063501200198064,0.5063501200198064,0.5063501200198064,0.5063501200198064,0.5063501200198064]","[0.7942196803397267,0.7942196803397267,0.7942196803397267,0.7942196803397267,0.7942196803397267,0.7942196803397267,0.7942196803397267,0.7942196803397267,0.7942196803397267]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.10425643560647097,0.10105102247616454,0.10346851632334499,0.10594559746766895,0.10278228696925885,0.10209603757962657,0.10187277522437513,0.10283751799764893,0.09935422778664922]","[2.4548151651309813,2.4548151651309813,2.4548151651309813,2.4548151651309813,2.4548151651309813,2.4548151651309813,2.4548151651309813,2.4548151651309813,2.4548151651309813]","[0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1]","[-120.63689372827857,-70.97568451956188,-107.18626047369895,-134.38220326707332,-101.75658639575633,-98.44497061991088,-86.38490215500329,-91.51945378433845,-113.76664472521404]","[0.1590954690610818,0.1590954690610818,0.1590954690610818,0.1590954690610818,0.1590954690610818,0.1590954690610818,0.1590954690610818,0.1590954690610818,0.1590954690610818]","[256.0120556448024,161.72870888387178,212.87639693386393,268.73768313228686,198.2527664771007,213.59950459992675,144.4596588490086,183.52702255834785,298.42106615048584]","[100,100,100,100,100,100,100,100,100]","[-0.47575843847573723,-0.4733976275087679,-0.42094802444789214,-0.4869287015005001,-0.43474590113628125,-0.4641975593556807,-0.4434678947919484,-0.4415191439320171,-0.4624029146580316]","[0.7967359347337503,1.533763734950043,0.8549545024811331,0.7513508109994409,0.8081351181768099,1.3149828574001867,1.2662162397560766,1.0536030112621222,1.1304623600608819]","[100,100,100,100,100,100,100,100,100]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[10,10,10,10,10,10,10,10,10]","[-4443273301522989359,-5543489130923219848,5590258278601275160,9056132459983322202,-2050876282663160488,-1711347351067286596,7321096065222819536,1761007128542952331,-7711794814127358566]","[0.5557702998715736,0.5557702998715736,0.5557702998715736,0.5557702998715736,0.5557702998715736,0.5557702998715736,0.5557702998715736,0.5557702998715736,0.5557702998715736]","[10,10,10,10,10,10,10,10,10]"
3500,3500,0.1,0.5884397640047075,0.5504817095181129,0.0,1.852317461345499,0.46711211684470294,5.617537774931459E-5,0.5397822649239283,-150.85764371393554,-0.472535469297222,2,"[5.617537774931459E-5,5.617537774931459E-5]","[0.5884397640047075,0.5884397640047075]","[0.5504817095181129,0.5504817095181129]","[0.0,0.0]","[0.10791115012790894,0.10525153546559216]","[1.852317461345499,1.852317461345499]","[0.5397822649239283,0.5397822649239283]","[-157.65813180788857,-144.0571556199825]","[0.1,0.1]","[221.55939914672953,238.96314060774412]","[100,100]","[-0.4853043418716326,-0.4597665967228114]","[0.7654074591107219,0.7561508511994174]","[100,100]","[0.0,0.0]","[10,10]","[4384005837910846960,-8067763021058398531]","[0.46711211684470294,0.46711211684470294]","[10,10]"
3500,3500,0.8793085443131342,0.7631636785436796,0.07240917345151393,0.01069194292333432,0.0,0.43177627186581113,4.7985313341078455E-5,0.1,24.849505523121632,-0.47402466761364115,2,"[4.7985313341078455E-5,4.7985313341078455E-5]","[0.7631636785436796,0.7631636785436796]","[0.07240917345151393,0.07240917345151393]","[0.0,0.0]","[0.09248150566736282,0.10009589510532611]","[0.0,0.0]","[0.1,0.1]","[-2.6612606395006617,52.360271685743925]","[0.8793085443131342,0.8793085443131342]","[225.4638105063534,122.10164631988144]","[100,100]","[-0.47521487523797634,-0.4728344599893059]","[1.7057385540990526,2.738379424109662]","[100,100]","[0.01069194292333432,0.01069194292333432]","[10,10]","[-7063061356542313133,3774617755155872018]","[0.43177627186581113,0.43177627186581113]","[10,10]"
