evolution$generation,evolution$evaluated,firmSizeScaling,crossOverProba,crossOverShare,mutationProba,mutationAmplitude,currentProductShare,interactionProba,distanceDecay,averageFitness,diversity,evolution$samples,interactionProba,crossOverProba,crossOverShare,interactionIntensity,fitnessEntropy,mutationAmplitude,distanceDecay,averageFitness,firmSizeScaling,bestFitness,largestFirmSize,diversity,fitnessDiff,timeSteps,mutationProba,firmsNumber,replication,currentProductShare,genomeSize
1100,1100,0.6927530198270201,0.6096394482496451,0.47158706641406956,0.06398774854052108,2.9867760268484664,0.4824235171952736,5.5627781941224676E-5,49.159095773620734,-557.1622384315772,-0.17650022764540163,1,"[5.5627781941224676E-5]","[0.6096394482496451]","[0.47158706641406956]","[4.676179784245473E-7]","[0.11110690252187756]","[2.9867760268484664]","[49.159095773620734]","[-557.1622384315772]","[0.6927530198270201]","[561.2106402779211]","[100]","[-0.17650022764540163]","[0.04220646631770596]","[100]","[0.06398774854052108]","[10]","[-3183693051472403336]","[0.4824235171952736]","[10]"
1100,1100,2.0,0.33111607051128455,0.08679102807939988,0.1550309866598347,2.2728983951390562,0.4224164838165603,6.12246871605499E-5,93.51149212462362,1569.2230287669925,-0.09792484806064182,7,"[6.12246871605499E-5,6.12246871605499E-5,6.12246871605499E-5,6.12246871605499E-5,6.12246871605499E-5,6.12246871605499E-5,6.12246871605499E-5]","[0.33111607051128455,0.33111607051128455,0.33111607051128455,0.33111607051128455,0.33111607051128455,0.33111607051128455,0.33111607051128455]","[0.08679102807939988,0.08679102807939988,0.08679102807939988,0.08679102807939988,0.08679102807939988,0.08679102807939988,0.08679102807939988]","[6.413507800291432E-7,7.635128333680271E-7,7.177020633659459E-7,9.31485656708993E-7,1.0536477100478777E-6,7.787830900353878E-7,8.245938600374693E-7]","[0.0968852434711129,0.10180778675403865,0.1036244574803254,0.10384696898238259,0.10078941812081159,0.1001316247324687,0.09806899898510256]","[2.2728983951390562,2.2728983951390562,2.2728983951390562,2.2728983951390562,2.2728983951390562,2.2728983951390562,2.2728983951390562]","[93.51149212462362,93.51149212462362,93.51149212462362,93.51149212462362,93.51149212462362,93.51149212462362,93.51149212462362]","[1500.9073887323912,1542.0685131627142,1684.382579049029,1569.2230287669925,1767.909274052968,1262.7516652123877,1864.2100549313877]","[2.0,2.0,2.0,2.0,2.0,2.0,2.0]","[363.8299174331962,382.8109271586822,276.2796044202021,351.73695715071216,315.38340323137976,314.15010774573517,261.0513475152001]","[100,100,100,100,100,100,100]","[-0.09080171086664172,-0.09792484806064182,-0.0984074061365557,-0.1048391342976324,-0.07107038507220245,-0.11058942208335802,-0.07130906440996511]","[11.833748145412212,12.557286996161281,21.129642709786765,16.235326486917458,16.408107260443025,12.524079527683037,17.07888073250525]","[100,100,100,100,100,100,100]","[0.1550309866598347,0.1550309866598347,0.1550309866598347,0.1550309866598347,0.1550309866598347,0.1550309866598347,0.1550309866598347]","[10,10,10,10,10,10,10]","[178598038476565867,370298017464922947,-3510728355174334839,-3459006612140183017,-8674026527072508939,6612967167381650504,-7261416203435988057]","[0.4224164838165603,0.4224164838165603,0.4224164838165603,0.4224164838165603,0.4224164838165603,0.4224164838165603,0.4224164838165603]","[10,10,10,10,10,10,10]"
1100,1100,0.1,0.4887016963110529,0.8248110597125594,0.0,2.247498276325981,0.6354149442011658,5.0599390932563896E-5,0.1,-69.2276584995473,-0.4774151665572369,1,"[5.0599390932563896E-5]","[0.4887016963110529]","[0.8248110597125594]","[0.0]","[0.10160195536056049]","[2.247498276325981]","[0.1]","[-69.2276584995473]","[0.1]","[187.136253057488]","[100]","[-0.4774151665572369]","[1.2400723844613284]","[100]","[0.0]","[10]","[-3184206675985323083]","[0.6354149442011658]","[10]"
1100,1100,0.1,0.4309065529087108,0.6117462704842339,0.42010156678104815,0.0,0.9476424698109492,9.198286894438882E-5,0.1,17.66926011423194,-0.44037555436440634,4,"[9.198286894438882E-5,9.198286894438882E-5,9.198286894438882E-5,9.198286894438882E-5]","[0.4309065529087108,0.4309065529087108,0.4309065529087108,0.4309065529087108]","[0.6117462704842339,0.6117462704842339,0.6117462704842339,0.6117462704842339]","[0.0,0.0,0.0,0.0]","[0.08875792135031083,0.09819073817119268,0.09994729131207133,0.09420530919141899]","[0.0,0.0,0.0,0.0]","[0.1,0.1,0.1,0.1]","[28.04429786957202,13.445460535859382,21.893059692604496,1.5305793681519586]","[0.1,0.1,0.1,0.1]","[55.925573160728995,85.33544590624646,100.84635910634219,111.68374684016668]","[100,100,100,100]","[-0.4389715750266146,-0.3831727533423442,-0.44177953370219814,-0.4670446437599028]","[2.4625246075318015,2.3531040676304125,2.385503764788321,2.0638565633621906]","[100,100,100,100]","[0.42010156678104815,0.42010156678104815,0.42010156678104815,0.42010156678104815]","[10,10,10,10]","[8613751058384140813,4896773161431088031,-8156406334713058828,7207106751022539232]","[0.9476424698109492,0.9476424698109492,0.9476424698109492,0.9476424698109492]","[10,10,10,10]"
1100,1100,1.219317529760768,0.589509983731647,0.32507016684377793,0.001017862363387955,0.22178957210785477,0.5307539386026596,4.463047758946697E-5,32.655909702158226,-158.9424297472604,-0.4503585751668705,3,"[4.463047758946697E-5,4.463047758946697E-5,4.463047758946697E-5]","[0.589509983731647,0.589509983731647,0.589509983731647]","[0.32507016684377793,0.32507016684377793,0.32507016684377793]","[1.452904211681635E-7,1.7434850540179622E-7,2.4699371598587805E-7]","[0.09652835924137307,0.099697143936147,0.10437020374502377]","[0.22178957210785477,0.22178957210785477,0.22178957210785477]","[32.655909702158226,32.655909702158226,32.655909702158226]","[-142.26265210727013,-158.9424297472604,-217.63852209469178]","[1.219317529760768,1.219317529760768,1.219317529760768]","[428.68818559928695,362.0620921600978,371.7321272743703]","[100,100,100]","[-0.4503585751668705,-0.4667709937338984,-0.3643225725163321]","[1.397298996449724,1.2480678461311348,0.9625191256950897]","[100,100,100]","[0.001017862363387955,0.001017862363387955,0.001017862363387955]","[10,10,10]","[-3837626953231978590,-4465624459671193715,8151164093151853076]","[0.5307539386026596,0.5307539386026596,0.5307539386026596]","[10,10,10]"
1100,1100,0.6332771011475244,0.48652349472280926,0.5104767882901693,0.04764239907569984,2.854316631487,0.43835572470074924,5.0348537706309586E-5,65.20689791332374,-531.1617869900779,-0.17023785156290053,2,"[5.0348537706309586E-5,5.0348537706309586E-5]","[0.48652349472280926,0.48652349472280926]","[0.5104767882901693,0.5104767882901693]","[4.831627958570191E-7,4.224444765915648E-7]","[0.11111052758193612,0.11110890324945247]","[2.854316631487,2.854316631487]","[65.20689791332374,65.20689791332374]","[-556.9281913056093,-505.39538267454645]","[0.6332771011475244,0.6332771011475244]","[560.8654686247173,509.12158975276134]","[100,100]","[-0.2823128147191395,-0.05816288840666158]","[0.013734002461288367,0.02869289582264415]","[100,100]","[0.04764239907569984,0.04764239907569984]","[10,10]","[-6400386624793628957,8471031726596142597]","[0.43835572470074924,0.43835572470074924]","[10,10]"
1100,1100,0.4106529042276459,0.9663339446097938,0.592926017263757,0.9848114631091006,0.0,0.8850300120634655,6.04379883037421E-5,7.6573657082621684,-149.3417785045687,-0.3737696753852386,5,"[6.04379883037421E-5,6.04379883037421E-5,6.04379883037421E-5,6.04379883037421E-5,6.04379883037421E-5]","[0.9663339446097938,0.9663339446097938,0.9663339446097938,0.9663339446097938,0.9663339446097938]","[0.592926017263757,0.592926017263757,0.592926017263757,0.592926017263757,0.592926017263757]","[4.286463414781463E-8,2.3380709535171625E-8,7.533784183555293E-8,5.845177383792906E-9,3.117427938022883E-8]","[0.1031971555675683,0.0991371480342152,0.10869976026510632,0.08717748145682544,0.09900465981409381]","[0.0,0.0,0.0,0.0,0.0]","[7.6573657082621684,7.6573657082621684,7.6573657082621684,7.6573657082621684,7.6573657082621684]","[-172.53154340628694,-135.1541390715949,-371.0577930934861,-70.33111329178311,-149.3417785045687]","[0.4106529042276459,0.4106529042276459,0.4106529042276459,0.4106529042276459,0.4106529042276459]","[288.7013515390655,353.4612491042532,433.85936024344176,325.94864838127165,336.0118717290499]","[100,100,100,100,100]","[-0.3473588468372119,-0.4508044838420579,-0.2144845774538268,-0.4596467977275332,-0.3737696753852386]","[0.8266284050612448,1.1290050390937199,0.7712508556273562,1.3050824883654109,1.192286805029197]","[100,100,100,100,100]","[0.9848114631091006,0.9848114631091006,0.9848114631091006,0.9848114631091006,0.9848114631091006]","[10,10,10,10,10]","[-7127731147270277347,-1493255252419101104,-3557760869959358093,-3294195856608122120,5798392167151804599]","[0.8850300120634655,0.8850300120634655,0.8850300120634655,0.8850300120634655,0.8850300120634655]","[10,10,10,10,10]"
1100,1100,0.6846923410564607,0.5167658898266144,0.46290026648105886,0.008869283484391439,3.174542206882465,0.3777143613773438,1.4816697309634375E-5,63.86055046981882,-442.1665847820957,-0.36371824152264076,3,"[1.4816697309634375E-5,1.4816697309634375E-5,1.4816697309634375E-5]","[0.5167658898266144,0.5167658898266144,0.5167658898266144]","[0.46290026648105886,0.46290026648105886,0.46290026648105886]","[1.0934798945506703E-7,1.4979176637680416E-7,1.4080426039419588E-7]","[0.11105228962928772,0.11103421574066297,0.11017246909296081]","[3.174542206882465,3.174542206882465,3.174542206882465]","[63.86055046981882,63.86055046981882,63.86055046981882]","[-484.2077326004812,-442.1665847820957,-418.52862555556374]","[0.6846923410564607,0.6846923410564607,0.6846923410564607]","[503.2319267322769,457.19629416579374,472.9031880422683]","[100,100,100]","[-0.34445445671581765,-0.36371824152264076,-0.39642572128904435]","[0.15924632551422002,0.1727076983633613,0.5299053576123259]","[100,100,100]","[0.008869283484391439,0.008869283484391439,0.008869283484391439]","[10,10,10]","[8941486198387779884,7887947795376222995,-453560721961770318]","[0.3777143613773438,0.3777143613773438,0.3777143613773438]","[10,10,10]"
1100,1100,0.4414201099291719,0.708592515615188,0.2238436909390816,0.04881180983894619,3.208925725176077,0.4629499319711688,4.915882121694143E-5,59.22375391744562,-555.3371765908498,-0.3044010075347055,1,"[4.915882121694143E-5]","[0.708592515615188]","[0.2238436909390816]","[3.45059776640632E-7]","[0.11110958902670819]","[3.208925725176077]","[59.22375391744562]","[-555.3371765908498]","[0.4414201099291719]","[560.1461048734819]","[100]","[-0.3044010075347055]","[0.026702133611668667]","[100]","[0.04881180983894619]","[10]","[-4091506414486871254]","[0.4629499319711688]","[10]"
1100,1100,0.40698495913147503,0.6632379980847568,0.2127983056454531,0.04880915253142415,3.2333872560401087,0.44662038265594534,4.914178863151677E-5,60.766643808514665,-547.7475081203188,-0.34463043504386287,1,"[4.914178863151677E-5]","[0.6632379980847568]","[0.2127983056454531]","[2.87063155959607E-7]","[0.11110486314829109]","[3.2333872560401087]","[60.766643808514665]","[-547.7475081203188]","[0.40698495913147503]","[557.7987701081001]","[100]","[-0.34463043504386287]","[0.053867145459490645]","[100]","[0.04880915253142415]","[10]","[-1021533372390197748]","[0.44662038265594534]","[10]"
