evolution$generation,evolution$evaluated,firmSizeScaling,crossOverProba,crossOverShare,mutationProba,mutationAmplitude,currentProductShare,interactionProba,distanceDecay,averageFitness,diversity,evolution$samples,interactionProba,crossOverProba,crossOverShare,interactionIntensity,fitnessEntropy,mutationAmplitude,distanceDecay,averageFitness,firmSizeScaling,bestFitness,largestFirmSize,diversity,fitnessDiff,timeSteps,mutationProba,firmsNumber,replication,currentProductShare,genomeSize
3100,3100,0.1,0.5884397640047075,0.5504817095181129,0.0,1.852317461345499,0.46711211684470294,5.617537774931459E-5,0.5397822649239283,-157.65813180788857,-0.4853043418716326,1,"[5.617537774931459E-5]","[0.5884397640047075]","[0.5504817095181129]","[0.0]","[0.10791115012790894]","[1.852317461345499]","[0.5397822649239283]","[-157.65813180788857]","[0.1]","[221.55939914672953]","[100]","[-0.4853043418716326]","[0.7654074591107219]","[100]","[0.0]","[10]","[4384005837910846960]","[0.46711211684470294]","[10]"
3100,3100,0.4611324759386496,0.532467653483926,0.2423799185575193,0.05062799920933455,3.0808807992289227,0.393192699758737,5.104428791059847E-5,65.47096581868493,-564.2083089445325,-0.32202569557639116,1,"[5.104428791059847E-5]","[0.532467653483926]","[0.2423799185575193]","[3.8937292389396536E-7]","[0.11110765148599387]","[3.0808807992289227]","[65.47096581868493]","[-564.2083089445325]","[0.4611324759386496]","[572.4682218515028]","[100]","[-0.32202569557639116]","[0.03985645680777244]","[100]","[0.05062799920933455]","[10]","[8831622081606073860]","[0.393192699758737]","[10]"
3100,3100,0.7667719594694485,0.26734453012697224,0.5469008914340292,0.18205795777244468,3.666492019332871,0.5599049963684178,4.4380194342237146E-5,75.28010958922538,-290.4955740653075,-0.1269269707685764,13,"[4.4380194342237146E-5,4.4380194342237146E-5,4.4380194342237146E-5,4.4380194342237146E-5,4.4380194342237146E-5,4.4380194342237146E-5,4.4380194342237146E-5,4.4380194342237146E-5,4.4380194342237146E-5,4.4380194342237146E-5,4.4380194342237146E-5,4.4380194342237146E-5,4.4380194342237146E-5]","[0.26734453012697224,0.26734453012697224,0.26734453012697224,0.26734453012697224,0.26734453012697224,0.26734453012697224,0.26734453012697224,0.26734453012697224,0.26734453012697224,0.26734453012697224,0.26734453012697224,0.26734453012697224,0.26734453012697224]","[0.5469008914340292,0.5469008914340292,0.5469008914340292,0.5469008914340292,0.5469008914340292,0.5469008914340292,0.5469008914340292,0.5469008914340292,0.5469008914340292,0.5469008914340292,0.5469008914340292,0.5469008914340292,0.5469008914340292]","[4.152706788490423E-7,4.2629556412822057E-7,4.979573184428783E-7,4.2445808324835743E-7,4.1343319796917925E-7,4.0792075532958994E-7,5.255195316408239E-7,4.373204494073986E-7,4.483453346865767E-7,4.318080067678096E-7,4.281330450080835E-7,4.667201434852069E-7,4.446703729268508E-7]","[0.10741054045653661,0.10862519900453546,0.10925850843459994,0.10353350864174994,0.1103425779953172,0.10774727145239502,0.1103067690044323,0.10438782718979639,0.1084162019220649,0.10479270937144922,0.10691273930154944,0.1079825016650248,0.10896047859335416]","[3.666492019332871,3.666492019332871,3.666492019332871,3.666492019332871,3.666492019332871,3.666492019332871,3.666492019332871,3.666492019332871,3.666492019332871,3.666492019332871,3.666492019332871,3.666492019332871,3.666492019332871]","[75.28010958922538,75.28010958922538,75.28010958922538,75.28010958922538,75.28010958922538,75.28010958922538,75.28010958922538,75.28010958922538,75.28010958922538,75.28010958922538,75.28010958922538,75.28010958922538,75.28010958922538]","[-290.4955740653075,-301.77205575517496,-299.03353561268756,-199.59607290749577,-354.1351672939393,-252.17803212694454,-362.9973932546802,-239.87523128486868,-278.57395641015006,-325.6079003884727,-325.17143781634104,-290.22989479801,-258.5760198313862]","[0.7667719594694485,0.7667719594694485,0.7667719594694485,0.7667719594694485,0.7667719594694485,0.7667719594694485,0.7667719594694485,0.7667719594694485,0.7667719594694485,0.7667719594694485,0.7667719594694485,0.7667719594694485,0.7667719594694485]","[417.06049948364046,395.6166377085314,403.6573885815734,362.5333274272876,471.6606104867502,391.5707039253681,450.89499109114666,363.5439296490972,402.0608952297998,464.60592672994846,448.4741239483702,396.8030412538595,340.9782425314164]","[100,100,100,100,100,100,100,100,100,100,100,100,100]","[-0.12884724493233937,-0.1269269707685764,-0.10254791730257186,-0.11362671170880506,-0.16335851123513576,-0.08611088519803266,-0.16087195246263494,-0.1187170586626777,-0.13251728569668036,-0.15123104166676019,-0.190567045306656,-0.10237718117719229,-0.0898177147783558]","[0.7320720723588137,0.6878356918023242,0.589679743985519,1.3790105857280825,0.4534306027520569,0.6573803210030037,0.47063230998187255,1.30244552569155,0.7157557535599627,1.3172320368512087,0.8791088003193094,0.7931716390980663,0.6059429155185476]","[100,100,100,100,100,100,100,100,100,100,100,100,100]","[0.18205795777244468,0.18205795777244468,0.18205795777244468,0.18205795777244468,0.18205795777244468,0.18205795777244468,0.18205795777244468,0.18205795777244468,0.18205795777244468,0.18205795777244468,0.18205795777244468,0.18205795777244468,0.18205795777244468]","[10,10,10,10,10,10,10,10,10,10,10,10,10]","[1841390928237244888,-1134064512058836460,-6586837085092760040,5038381072617585627,3452657235158970718,7848105053841171450,-6336422892542089631,-3876261407975752502,-8139316775462521383,7608570130264303217,-426315479778641391,7017534791060862358,4589435314425413383]","[0.5599049963684178,0.5599049963684178,0.5599049963684178,0.5599049963684178,0.5599049963684178,0.5599049963684178,0.5599049963684178,0.5599049963684178,0.5599049963684178,0.5599049963684178,0.5599049963684178,0.5599049963684178,0.5599049963684178]","[10,10,10,10,10,10,10,10,10,10,10,10,10]"
3100,3100,0.1133174570050572,0.8348005325472238,0.23638621572189764,0.03724129389586818,0.728008839544953,0.042033458648332835,0.0,81.00682169209331,-374.03863534273614,-0.4580964935317554,2,"[0.0,0.0]","[0.8348005325472238,0.8348005325472238]","[0.23638621572189764,0.23638621572189764]","[0.0,0.0]","[0.11098549200374443,0.11089296074681772]","[0.728008839544953,0.728008839544953]","[81.00682169209331,81.00682169209331]","[-361.9813137844813,-386.0959569009909]","[0.1133174570050572,0.1133174570050572]","[387.7335776858145,445.9517668787281]","[100,100]","[-0.4751045961515359,-0.4410883909119749]","[0.17465961021978876,0.23841851285019727]","[100,100]","[0.03724129389586818,0.03724129389586818]","[10,10]","[7239125796265993322,-3350623232485019263]","[0.042033458648332835,0.042033458648332835]","[10,10]"
3100,3100,1.096803634043145,0.7013883191403221,0.32602008655282294,0.04753990440863605,0.0,0.36740670932646113,4.806485339909807E-5,2.354162639387892,-47.21737260977304,-0.47363191998588844,2,"[4.806485339909807E-5,4.806485339909807E-5]","[0.7013883191403221,0.7013883191403221]","[0.32602008655282294,0.32602008655282294]","[0.0,1.8992169293097557E-8]","[0.08897323446932796,0.10295251488025925]","[0.0,0.0]","[2.354162639387892,2.354162639387892]","[-70.09562281145898,-24.33912240808709]","[1.096803634043145,1.096803634043145]","[260.43987400028163,244.8653324063559]","[100,100]","[-0.48196538166476305,-0.46529845830701383]","[1.1476028216954202,2.002798219399642]","[100,100]","[0.04753990440863605,0.04753990440863605]","[10,10]","[-3426757058930202693,8759312720645039857]","[0.36740670932646113,0.36740670932646113]","[10,10]"
3100,3100,0.8793085443131342,0.7631636785436796,0.07240917345151393,0.01069194292333432,0.0,0.43177627186581113,4.7985313341078455E-5,0.1,24.849505523121632,-0.47402466761364115,2,"[4.7985313341078455E-5,4.7985313341078455E-5]","[0.7631636785436796,0.7631636785436796]","[0.07240917345151393,0.07240917345151393]","[0.0,0.0]","[0.09248150566736282,0.10009589510532611]","[0.0,0.0]","[0.1,0.1]","[-2.6612606395006617,52.360271685743925]","[0.8793085443131342,0.8793085443131342]","[225.4638105063534,122.10164631988144]","[100,100]","[-0.47521487523797634,-0.4728344599893059]","[1.7057385540990526,2.738379424109662]","[100,100]","[0.01069194292333432,0.01069194292333432]","[10,10]","[-7063061356542313133,3774617755155872018]","[0.43177627186581113,0.43177627186581113]","[10,10]"
3100,3100,0.11141522251916335,0.9381021296776768,0.24220256421818576,0.01653728538434454,1.3428999435990985,0.04276854880700006,2.0003293227385618E-5,74.3526828915129,-412.32290102500616,-0.43681497026387106,6,"[2.0003293227385618E-5,2.0003293227385618E-5,2.0003293227385618E-5,2.0003293227385618E-5,2.0003293227385618E-5,2.0003293227385618E-5]","[0.9381021296776768,0.9381021296776768,0.9381021296776768,0.9381021296776768,0.9381021296776768,0.9381021296776768]","[0.24220256421818576,0.24220256421818576,0.24220256421818576,0.24220256421818576,0.24220256421818576,0.24220256421818576]","[1.1953873943271674E-7,1.3129664822937735E-7,1.1845004417376671E-7,1.0974048210216617E-7,1.0974048210216623E-7,1.3739334167949773E-7]","[0.11105497637723567,0.11109957466599842,0.11107430159062083,0.11104809049906696,0.11108396729092421,0.11106489818742402]","[1.3428999435990985,1.3428999435990985,1.3428999435990985,1.3428999435990985,1.3428999435990985,1.3428999435990985]","[74.3526828915129,74.3526828915129,74.3526828915129,74.3526828915129,74.3526828915129,74.3526828915129]","[-427.69509018866535,-444.0900355537947,-412.4606139267077,-401.8145071366155,-402.5723968542359,-412.1851881233046]","[0.11141522251916335,0.11141522251916335,0.11141522251916335,0.11141522251916335,0.11141522251916335,0.11141522251916335]","[448.36446837548255,460.12089445512555,448.61049833311387,430.97266356609293,425.2475381777119,443.0847077116649]","[100,100,100,100,100,100]","[-0.44634268491016404,-0.28237932221830725,-0.4559202927525181,-0.4479301208825463,-0.39320865934299565,-0.4272872556175781]","[0.1280056428327562,0.06686122168903491,0.13799450593526624,0.14960319907794772,0.11678505327134983,0.12381780347998167]","[100,100,100,100,100,100]","[0.01653728538434454,0.01653728538434454,0.01653728538434454,0.01653728538434454,0.01653728538434454,0.01653728538434454]","[10,10,10,10,10,10]","[-2485153958335370251,-2975353001654108210,177303129758606823,-7431456067777511923,8523833603541970216,-7481942110699249177]","[0.04276854880700006,0.04276854880700006,0.04276854880700006,0.04276854880700006,0.04276854880700006,0.04276854880700006]","[10,10,10,10,10,10]"
3100,3100,0.6723504624551065,0.6231293532457994,0.08990171106286723,0.01051974272083535,1.8697657470224125,0.3787312374789247,4.979507110736678E-5,75.2008812880826,-437.43820704577786,-0.41349824000627255,4,"[4.979507110736678E-5,4.979507110736678E-5,4.979507110736678E-5,4.979507110736678E-5]","[0.6231293532457994,0.6231293532457994,0.6231293532457994,0.6231293532457994]","[0.08990171106286723,0.08990171106286723,0.08990171106286723,0.08990171106286723]","[4.46377219653646E-7,4.807139288577726E-7,4.6640696668938647E-7,3.6196614286016803E-7]","[0.11082258675687941,0.11077120011844843,0.11103325932162242,0.11039666954786635]","[1.8697657470224125,1.8697657470224125,1.8697657470224125,1.8697657470224125]","[75.2008812880826,75.2008812880826,75.2008812880826,75.2008812880826]","[-443.3942283472723,-433.0885828941872,-441.7878311973686,-418.24802488390395]","[0.6723504624551065,0.6723504624551065,0.6723504624551065,0.6723504624551065]","[498.12353020564484,496.27958391255305,483.3702160046591,486.91877661184657]","[100,100,100,100]","[-0.4727746665720357,-0.4308826853321795,-0.39611379468036567,-0.36695452989634725]","[0.2516518336397843,0.23002871263553856,0.1546621638336771,0.4515561723656186]","[100,100,100,100]","[0.01051974272083535,0.01051974272083535,0.01051974272083535,0.01051974272083535]","[10,10,10,10]","[1554645036172157432,3908218717402083523,-2593821720063823103,717338591579057082]","[0.3787312374789247,0.3787312374789247,0.3787312374789247,0.3787312374789247]","[10,10,10,10]"
3100,3100,0.1,0.6699319547664534,0.7298744415776053,0.004989404188060199,1.6916229244212146,0.6274824539613497,5.732492211395654E-5,0.1,-337.6537870846703,-0.4851565953522236,1,"[5.732492211395654E-5]","[0.6699319547664534]","[0.7298744415776053]","[0.0]","[0.11025831882668023]","[1.6916229244212146]","[0.1]","[-337.6537870846703]","[0.1]","[398.5980049055643]","[100]","[-0.4851565953522236]","[0.47757969147335966]","[100]","[0.004989404188060199]","[10]","[2607247822709598183]","[0.6274824539613497]","[10]"
3100,3100,0.2678813933139808,0.5883327754029635,0.643803420571641,0.0036692739160235893,1.5660874230585242,0.6318137347346122,5.7880695856540915E-5,1.9920212054867823,-297.2398212421748,-0.4715193568224678,2,"[5.7880695856540915E-5,5.7880695856540915E-5]","[0.5883327754029635,0.5883327754029635]","[0.643803420571641,0.643803420571641]","[3.976277610482436E-10,3.976277610482436E-10]","[0.11015314987503583,0.10984833051799926]","[1.5660874230585242,1.5660874230585242]","[1.9920212054867823,1.9920212054867823]","[-323.0736803436341,-271.4059621407155]","[0.2678813933139808,0.2678813933139808]","[436.8560570892717,372.94661629863486]","[100,100]","[-0.47042093171446,-0.4726177819304756]","[0.5140265717764739,0.4783769504993293]","[100,100]","[0.0036692739160235893,0.0036692739160235893]","[10,10]","[-7518423226679777109,-4654501033860385381]","[0.6318137347346122,0.6318137347346122]","[10,10]"
