output,firmSizeScaling,crossOverProba,crossOverShare,mutationProba,mutationAmplitude,currentProductShare,interactionProba,distanceDecay,replication
bestFitness,0.0028605339902588486,0.0031088531827243634,0.001518533357139908,0.7478343484505019,0.524039591090446,0.1303027241243607,0.0016138210058010665,0.0015348278026549968,0.006659812281896919
averageFitness,0.06706683973646471,0.002034512701747584,0.0030235706254480334,0.6932811867516541,0.5508500623225944,0.08085858785616279,0.003958675535989683,0.004109088130198497,0.006613409643695972
fitnessDiff,0.5636643241783387,0.9064820913204039,1.6190207911043577,63.79213908554908,0.24479212420238947,0.4834363861308664,0.1840653203922722,0.17891062425620302,2.0495028030272393
fitnessEntropy,0.6424861884913416,0.4392692811435573,0.36344173682872155,0.8430891513438158,0.35715117483013126,0.4148549744066865,0.3983826749675417,0.4032381504493269,0.4584263741814999
diversity,0.13411372461741436,0.046606589392443366,0.10944924010482004,0.7084851784005032,0.4266248038554158,0.10028716515618386,0.08423905936994058,0.09488567381934553,0.049667592342910044
interactionIntensity,0.10283656054482625,0.012846233556467267,0.0,0.012426649326993966,0.0,0.0,0.5727373168597327,0.5074992692081265,0.06548753601674313
